Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7,24,7,0,,,,12.21,0,0,0,0.0
8,1,1,0,,,,11.49,0,0,0,0.0
8,2,1,0,,,,13.5,0,0,0,0.0
8,3,1,0,,,,15.09,0,0,0,0.0
8,4,1,0,,,,21.96,0,0,0,0.0
8,5,1,0,,,,36.9,0,0,0,0.0
8,6,1,0,,,,49.56,0,0,0,1.7133333333333334
8,7,1,0,,,,59.07,0,0,0,57.39666666666666
8,8,1,0,,,,68.04,0,0,0,193.60666666666665
8,9,1,0,,,,68.7,0,0,0,241.58000000000004
8,10,1,0,,,,65.04,0,0,0,303.26
8,11,1,0,,,,63.39,0,0,0,157.62666666666667
8,12,1,0,,,,63.45,0,0,0,629.6500000000001
8,13,1,0,,,,62.01,0,0,0,961.1800000000001
8,14,1,0,,,,66.66,0,0,0,515.7133333333334
8,15,1,0,,,,62.55,0,0,0,658.7766666666666
8,16,1,0,,,,66.21,0,0,0,592.8133333333334
8,17,1,0,,,,50.67,0,0,0,450.6066666666667
8,18,1,0,,,,17.76,0,0,0,452.31999999999994
8,19,1,0,,,,11.49,0,0,0,305.83000000000004
8,20,1,0,,,,12.42,0,0,0,184.18333333333334
8,21,1,0,,,,9.48,0,0,0,68.53333333333335
8,22,1,0,,,,10.17,0,0,0,35.98
8,23,1,0,,,,9.63,0,0,0,0.8566666666666667
8,24,1,0,,,,11.73,0,0,0,0.0
8,1,2,0,,,,11.16,0,0,0,0.0
8,2,2,0,,,,11.94,0,0,0,0.0
8,3,2,0,,,,13.29,0,0,0,0.0
8,4,2,0,,,,15.18,0,0,0,0.0
8,5,2,0,,,,37.65,0,0,0,0.8566666666666667
8,6,2,0,,,,54.93,0,0,0,20.560000000000002
8,7,2,0,,,,57.87,0,0,0,66.82
8,8,2,0,,,,69.9,0,0,0,168.76333333333332
8,9,2,0,,,,65.49,0,0,0,189.32333333333335
8,10,2,0,,,,71.85,0,0,0,180.7566666666667
8,11,2,0,,,,68.55,0,0,0,299.8333333333333
8,12,2,0,,,,72.9,0,0,0,467.74000000000007
8,13,2,0,,,,68.73,0,0,0,309.2566666666667
8,14,2,0,,,,69.81,0,0,0,153.34333333333336
8,15,2,0,,,,67.77,0,0,0,83.09666666666666
8,16,2,0,,,,66.96,0,0,0,88.23666666666666
8,17,2,0,,,,56.94,0,0,0,68.53333333333335
8,18,2,0,,,,17.55,0,0,0,122.50333333333333
