Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7,24,7,0,,,,8.0,0,0,0,0.0
8,1,1,0,,,,9.0,0,0,0,0.0
8,2,1,0,,,,15.0,0,0,0,0.0
8,3,1,0,,,,20.0,0,0,0,0.0
8,4,1,0,,,,12.0,0,0,0,0.0
8,5,1,0,,,,16.0,0,0,0,0.0
8,6,1,0,,,,23.0,0,0,0,1.7775
8,7,1,0,,,,32.0,0,0,0,59.54625
8,8,1,0,,,,63.0,0,0,0,200.8575
8,9,1,0,,,,45.0,0,0,0,250.6275
8,10,1,0,,,,50.0,0,0,0,314.6175
8,11,1,0,,,,47.0,0,0,0,163.53
8,12,1,0,,,,33.0,0,0,0,653.23125
8,13,1,0,,,,32.0,0,0,0,997.1775
8,14,1,0,,,,40.0,0,0,0,535.0275
8,15,1,0,,,,32.04,0,0,0,683.44875
8,16,1,0,,,,35.0,0,0,0,615.015
8,17,1,0,,,,18.0,0,0,0,467.4825
8,18,1,0,,,,9.0,0,0,0,469.26
8,19,1,0,,,,7.4,0,0,0,317.28375
8,20,1,0,,,,11.72,0,0,0,191.08125
8,21,1,0,,,,17.0,0,0,0,71.1
8,22,1,0,,,,19.0,0,0,0,37.3275
8,23,1,0,,,,8.0,0,0,0,0.88875
8,24,1,0,,,,6.0,0,0,0,0.0
8,1,2,0,,,,11.0,0,0,0,0.0
8,2,2,0,,,,7.0,0,0,0,0.0
8,3,2,0,,,,8.52,0,0,0,0.0
8,4,2,0,,,,13.0,0,0,0,0.0
8,5,2,0,,,,15.0,0,0,0,0.88875
8,6,2,0,,,,16.0,0,0,0,21.33
8,7,2,0,,,,29.0,0,0,0,69.32249999999999
8,8,2,0,,,,65.96,0,0,0,175.08375
8,9,2,0,,,,51.0,0,0,0,196.41375
8,10,2,0,,,,48.0,0,0,0,187.52625
8,11,2,0,,,,48.0,0,0,0,311.0625
8,12,2,0,,,,34.0,0,0,0,485.2575
8,13,2,0,,,,38.0,0,0,0,320.83875
8,14,2,0,,,,39.0,0,0,0,159.08625
8,15,2,0,,,,40.0,0,0,0,86.20875
8,16,2,0,,,,43.0,0,0,0,91.54125
8,17,2,0,,,,16.0,0,0,0,71.1
8,18,2,0,,,,9.0,0,0,0,127.09124999999999
8,19,2,0,,,,9.96,0,0,0,111.9825
8,20,2,0,,,,7.0,0,0,0,88.875
8,21,2,0,,,,12.08,0,0,0,30.2175
8,22,2,0,,,,7.96,0,0,0,8.8875
8,23,2,0,,,,6.0,0,0,0,0.0
8,24,2,0,,,,8.0,0,0,0,0.0
8,1,3,0,,,,8.0,0,0,0,0.0
8,2,3,0,,,,7.0,0,0,0,0.0
8,3,3,0,,,,10.0,0,0,0,0.0
8,4,3,0,,,,11.0,0,0,0,0.0
8,5,3,0,,,,11.48,0,0,0,0.0
8,6,3,0,,,,19.0,0,0,0,0.0
8,7,3,0,,,,29.0,0,0,0,10.665
8,8,3,0,,,,57.48,0,0,0,30.2175
8,9,3,0,,,,43.0,0,0,0,78.21000000000001
8,10,3,0,,,,43.0,0,0,0,60.435
8,11,3,0,,,,40.0,0,0,0,46.214999999999996
8,12,3,0,,,,44.0,0,0,0,40.8825
8,13,3,0,,,,30.52,0,0,0,375.0525
8,14,3,0,,,,32.0,0,0,0,207.9675
8,15,3,0,,,,29.0,0,0,0,290.62125
8,16,3,0,,,,28.88,0,0,0,303.9525
8,17,3,0,,,,13.0,0,0,0,307.5075
8,18,3,0,,,,9.52,0,0,0,176.86124999999998
8,19,3,0,,,,6.0,0,0,0,162.64124999999999
8,20,3,0,,,,10.0,0,0,0,64.87875
8,21,3,0,,,,6.0,0,0,0,31.10625
8,22,3,0,,,,5.0,0,0,0,1.7775
8,23,3,0,,,,6.0,0,0,0,0.0
8,24,3,0,,,,7.0,0,0,0,0.0
8,1,4,0,,,,5.2,0,0,0,0.0
8,2,4,0,,,,8.0,0,0,0,0.0
8,3,4,0,,,,6.0,0,0,0,0.0
8,4,4,0,,,,6.52,0,0,0,0.0
8,5,4,0,,,,8.0,0,0,0,0.0
8,6,4,0,,,,12.0,0,0,0,0.0
8,7,4,0,,,,28.0,0,0,0,7.11
8,8,4,0,,,,76.0,0,0,0,35.55
8,9,4,0,,,,58.0,0,0,0,58.6575
8,10,4,0,,,,47.0,0,0,0,231.96375
8,11,4,0,,,,37.0,0,0,0,479.925
8,12,4,0,,,,35.0,0,0,0,456.8175
8,13,4,0,,,,35.0,0,0,0,231.96375
8,14,4,0,,,,38.16,0,0,0,208.85625
8,15,4,0,,,,36.0,0,0,0,172.4175
8,16,4,0,,,,40.44,0,0,0,96.87375
8,17,4,0,,,,20.0,0,0,0,119.0925
8,18,4,0,,,,10.0,0,0,0,125.31375
8,19,4,0,,,,10.0,0,0,0,135.08999999999997
8,20,4,0,,,,6.0,0,0,0,62.2125
8,21,4,0,,,,9.0,0,0,0,70.21125
8,22,4,0,,,,9.0,0,0,0,2.66625
8,23,4,0,,,,8.04,0,0,0,0.0
8,24,4,0,,,,9.0,0,0,0,0.0
8,1,5,0,,,,9.68,0,0,0,0.0
8,2,5,0,,,,14.0,0,0,0,0.0
8,3,5,0,,,,11.04,0,0,0,0.0
8,4,5,0,,,,11.0,0,0,0,0.0
8,5,5,0,,,,13.56,0,0,0,0.0
8,6,5,0,,,,21.0,0,0,0,0.88875
8,7,5,0,,,,40.56,0,0,0,42.66
8,8,5,0,,,,85.0,0,0,0,49.77
8,9,5,0,,,,64.0,0,0,0,95.985
8,10,5,0,,,,63.0,0,0,0,172.4175
8,11,5,0,,,,50.56,0,0,0,232.8525
8,12,5,0,,,,47.96,0,0,0,342.16875000000005
8,13,5,0,,,,37.0,0,0,0,653.23125
8,14,5,0,,,,42.48,0,0,0,355.5
8,15,5,0,,,,31.0,0,0,0,640.78875
8,16,5,0,,,,32.0,0,0,0,558.135
8,17,5,0,,,,15.4,0,0,0,736.77375
8,18,5,0,,,,10.2,0,0,0,411.49125
8,19,5,0,,,,11.68,0,0,0,289.7325
8,20,5,0,,,,9.0,0,0,0,154.64249999999998
8,21,5,0,,,,8.0,0,0,0,50.658750000000005
8,22,5,0,,,,12.2,0,0,0,5.3325
8,23,5,0,,,,6.0,0,0,0,0.0
8,24,5,0,,,,10.36,0,0,0,0.0
8,1,6,0,,,,8.0,0,0,0,0.0
8,2,6,0,,,,8.0,0,0,0,0.0
8,3,6,0,,,,15.0,0,0,0,0.0
8,4,6,0,,,,7.0,0,0,0,0.0
8,5,6,0,,,,9.24,0,0,0,0.0
8,6,6,0,,,,9.0,0,0,0,0.148125
8,7,6,0,,,,13.0,0,0,0,17.626875000000002
8,8,6,0,,,,11.0,0,0,0,35.105625
8,9,6,0,,,,11.0,0,0,0,86.653125
8,10,6,0,,,,7.0,0,0,0,176.565
8,11,6,0,,,,14.76,0,0,0,210.485625
8,12,6,0,,,,12.0,0,0,0,184.415625
8,13,6,0,,,,7.0,0,0,0,242.925
8,14,6,0,,,,9.0,0,0,0,174.93562500000002
8,15,6,0,,,,13.0,0,0,0,231.519375
8,16,6,0,,,,7.0,0,0,0,219.669375
8,17,6,0,,,,8.56,0,0,0,325.28249999999997
8,18,6,0,,,,11.0,0,0,0,198.635625
8,19,6,0,,,,9.4,0,0,0,126.79499999999999
8,20,6,0,,,,9.0,0,0,0,61.471875000000004
8,21,6,0,,,,12.0,0,0,0,30.661875000000002
8,22,6,0,,,,10.0,0,0,0,2.07375
8,23,6,0,,,,9.0,0,0,0,0.0
8,24,6,0,,,,9.0,0,0,0,0.0
8,1,7,0,,,,16.32,0,0,0,0.0
8,2,7,0,,,,9.0,0,0,0,0.0
8,3,7,0,,,,10.0,0,0,0,0.0
8,4,7,0,,,,20.0,0,0,0,0.0
8,5,7,0,,,,10.0,0,0,0,0.0
8,6,7,0,,,,11.0,0,0,0,0.1728125
8,7,7,0,,,,13.0,0,0,0,21.1571875
8,8,7,0,,,,13.0,0,0,0,44.5115625
8,9,7,0,,,,8.32,0,0,0,115.6115625
8,10,7,0,,,,9.0,0,0,0,219.17562500000003
8,11,7,0,,,,14.12,0,0,0,285.8565625
8,12,7,0,,,,9.0,0,0,0,276.9196875
8,13,7,0,,,,8.96,0,0,0,308.2975
8,14,7,0,,,,11.0,0,0,0,232.5315625
8,15,7,0,,,,7.0,0,0,0,273.9571875
8,16,7,0,,,,11.0,0,0,0,250.20781250000002
8,17,7,0,,,,9.0,0,0,0,308.09999999999997
8,18,7,0,,,,8.0,0,0,0,193.9696875
8,19,7,0,,,,9.0,0,0,0,130.1525
8,20,7,0,,,,6.0,0,0,0,75.12406250000001
8,21,7,0,,,,7.96,0,0,0,36.8090625
8,22,7,0,,,,8.0,0,0,0,4.04875
8,23,7,0,,,,7.0,0,0,0,0.0
8,24,7,0,,,,13.0,0,0,0,0.0
8,1,1,0,,,,9.0,0,0,0,0.0
8,2,1,0,,,,10.0,0,0,0,0.0
8,3,1,0,,,,17.0,0,0,0,0.0
8,4,1,0,,,,25.0,0,0,0,0.0
8,5,1,0,,,,28.84,0,0,0,0.0
8,6,1,0,,,,33.92,0,0,0,0.201614625
8,7,1,0,,,,30.0,0,0,0,18.758385375
8,8,1,0,,,,65.0,0,0,0,42.15390625
8,9,1,0,,,,41.0,0,0,0,107.62515625
8,10,1,0,,,,37.96,0,0,0,197.936145875
8,11,1,0,,,,37.0,0,0,0,264.324947875
8,12,1,0,,,,30.0,0,0,0,247.52921875
8,13,1,0,,,,28.0,0,0,0,329.90729162499997
8,14,1,0,,,,27.0,0,0,0,250.104947875
8,15,1,0,,,,27.0,0,0,0,302.28609374999996
8,16,1,0,,,,26.0,0,0,0,259.914114625
8,17,1,0,,,,14.0,0,0,0,324.4925
8,18,1,0,,,,9.0,0,0,0,215.18859375
8,19,1,0,,,,9.0,0,0,0,139.99458337500002
8,20,1,0,,,,14.0,0,0,0,90.16286462500001
8,21,1,0,,,,14.0,0,0,0,41.018281249999994
8,22,1,0,,,,12.0,0,0,0,5.7604166249999995
8,23,1,0,,,,8.0,0,0,0,0.0
8,24,1,0,,,,6.72,0,0,0,0.0
8,1,2,0,,,,8.0,0,0,0,0.0
8,2,2,0,,,,9.0,0,0,0,0.0
8,3,2,0,,,,9.0,0,0,0,0.0
8,4,2,0,,,,8.0,0,0,0,0.0
8,5,2,0,,,,9.0,0,0,0,0.0
8,6,2,0,,,,12.0,0,0,0,0.0
8,7,2,0,,,,18.0,0,0,0,0.0
8,8,2,0,,,,49.0,0,0,0,0.0
8,9,2,0,,,,47.0,0,0,0,0.0
8,10,2,0,,,,40.44,0,0,0,0.0
8,11,2,0,,,,47.12,0,0,0,0.0
8,12,2,0,,,,41.0,0,0,0,0.0
8,13,2,0,,,,39.0,0,0,0,0.0
8,14,2,0,,,,31.0,0,0,0,0.0
8,15,2,0,,,,34.0,0,0,0,0.0
8,16,2,0,,,,33.32,0,0,0,0.0
8,17,2,0,,,,15.0,0,0,0,329.72625
8,18,2,0,,,,11.08,0,0,0,217.74375
8,19,2,0,,,,10.0,0,0,0,62.2125
8,20,2,0,,,,8.0,0,0,0,43.54875
8,21,2,0,,,,10.0,0,0,0,13.331249999999999
8,22,2,0,,,,6.0,0,0,0,0.88875
8,23,2,0,,,,8.0,0,0,0,0.0
8,24,2,0,,,,8.56,0,0,0,0.0
8,1,3,0,,,,11.0,0,0,0,0.0
8,2,3,0,,,,9.0,0,0,0,0.0
8,3,3,0,,,,8.0,0,0,0,0.0
8,4,3,0,,,,9.0,0,0,0,0.0
8,5,3,0,,,,9.0,0,0,0,0.0
8,6,3,0,,,,9.0,0,0,0,0.0
8,7,3,0,,,,20.0,0,0,0,37.3275
8,8,3,0,,,,47.92,0,0,0,59.54625
8,9,3,0,,,,34.0,0,0,0,152.865
8,10,3,0,,,,31.0,0,0,0,177.75
8,11,3,0,,,,41.0,0,0,0,47.9925
8,12,3,0,,,,31.0,0,0,0,96.87375
8,13,3,0,,,,32.0,0,0,0,77.32124999999999
8,14,3,0,,,,34.0,0,0,0,119.0925
8,15,3,0,,,,32.0,0,0,0,146.64374999999998
8,16,3,0,,,,25.0,0,0,0,234.63
8,17,3,0,,,,15.0,0,0,0,307.5075
8,18,3,0,,,,8.0,0,0,0,187.52625
8,19,3,0,,,,13.0,0,0,0,71.1
8,20,3,0,,,,15.0,0,0,0,12.4425
8,21,3,0,,,,9.0,0,0,0,2.66625
8,22,3,0,,,,7.0,0,0,0,0.0
8,23,3,0,,,,8.52,0,0,0,0.0
8,24,3,0,,,,11.08,0,0,0,0.0
8,1,4,0,,,,8.0,0,0,0,0.0
8,2,4,0,,,,10.0,0,0,0,0.0
8,3,4,0,,,,7.0,0,0,0,0.0
8,4,4,0,,,,8.92,0,0,0,0.0
8,5,4,0,,,,10.48,0,0,0,0.0
8,6,4,0,,,,9.0,0,0,0,0.0
8,7,4,0,,,,22.0,0,0,0,7.99875
8,8,4,0,,,,53.0,0,0,0,35.55
8,9,4,0,,,,54.76,0,0,0,134.20125
8,10,4,0,,,,39.0,0,0,0,416.82375
8,11,4,0,,,,32.12,0,0,0,455.92875
8,12,4,0,,,,39.76,0,0,0,169.75125
