Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7,24,7,0,,,,5.0,0,0,0,0.0
8,1,1,0,,,,5.2,0,0,0,0.0
8,2,1,0,,,,4.6,0,0,0,0.0
8,3,1,0,,,,5.7,0,0,0,0.0
8,4,1,0,,,,5.5,0,0,0,0.0
8,5,1,0,,,,5.2,0,0,0,0.0
8,6,1,0,,,,5.2,0,0,0,1.8625
8,7,1,0,,,,5.5,0,0,0,62.39375
8,8,1,0,,,,4.3,0,0,0,210.4625
8,9,1,0,,,,4.9,0,0,0,262.6125
8,10,1,0,,,,9.4,0,0,0,329.6625
8,11,1,0,,,,4.1,0,0,0,171.35
8,12,1,0,,,,4.0,0,0,0,684.46875
8,13,1,0,,,,4.7,0,0,0,1044.8625
8,14,1,0,,,,5.0,0,0,0,560.6125
8,15,1,0,,,,4.0,0,0,0,716.13125
8,16,1,0,,,,4.2,0,0,0,644.4250000000001
8,17,1,0,,,,5.0,0,0,0,489.8375
8,18,1,0,,,,6.0,0,0,0,491.70000000000005
8,19,1,0,,,,4.0,0,0,0,332.45625
8,20,1,0,,,,5.7,0,0,0,200.21875
8,21,1,0,,,,4.0,0,0,0,74.5
8,22,1,0,,,,4.1,0,0,0,39.112500000000004
8,23,1,0,,,,4.0,0,0,0,0.93125
8,24,1,0,,,,5.1,0,0,0,0.0
8,1,2,0,,,,5.3,0,0,0,0.0
8,2,2,0,,,,5.4,0,0,0,0.0
8,3,2,0,,,,6.1,0,0,0,0.0
8,4,2,0,,,,5.7,0,0,0,0.0
8,5,2,0,,,,5.2,0,0,0,0.93125
8,6,2,0,,,,5.9,0,0,0,22.349999999999998
8,7,2,0,,,,5.1,0,0,0,72.63749999999999
8,8,2,0,,,,4.0,0,0,0,183.45624999999998
8,9,2,0,,,,4.4,0,0,0,205.80625
8,10,2,0,,,,5.6,0,0,0,196.49375
8,11,2,0,,,,4.0,0,0,0,325.9375
8,12,2,0,,,,4.1,0,0,0,508.46250000000003
8,13,2,0,,,,7.3,0,0,0,336.18125
8,14,2,0,,,,4.9,0,0,0,166.69375
8,15,2,0,,,,4.5,0,0,0,90.33125
8,16,2,0,,,,6.0,0,0,0,95.91875
8,17,2,0,,,,5.0,0,0,0,74.5
8,18,2,0,,,,4.2,0,0,0,133.16875
8,19,2,0,,,,4.0,0,0,0,117.33749999999999
8,20,2,0,,,,4.8,0,0,0,93.125
8,21,2,0,,,,4.9,0,0,0,31.6625
8,22,2,0,,,,4.0,0,0,0,9.3125
8,23,2,0,,,,4.0,0,0,0,0.0
8,24,2,0,,,,4.6,0,0,0,0.0
8,1,3,0,,,,4.9,0,0,0,0.0
8,2,3,0,,,,4.6,0,0,0,0.0
8,3,3,0,,,,6.5,0,0,0,0.0
8,4,3,0,,,,4.8,0,0,0,0.0
8,5,3,0,,,,4.9,0,0,0,0.0
8,6,3,0,,,,4.6,0,0,0,0.0
8,7,3,0,,,,4.2,0,0,0,11.174999999999999
8,8,3,0,,,,4.6,0,0,0,31.6625
8,9,3,0,,,,4.9,0,0,0,81.94999999999999
8,10,3,0,,,,4.0,0,0,0,63.325
8,11,3,0,,,,4.0,0,0,0,48.425000000000004
8,12,3,0,,,,6.1,0,0,0,42.8375
8,13,3,0,,,,4.0,0,0,0,392.9875
8,14,3,0,,,,5.0,0,0,0,217.91250000000002
8,15,3,0,,,,4.0,0,0,0,304.51875
8,16,3,0,,,,4.1,0,0,0,318.48749999999995
8,17,3,0,,,,4.7,0,0,0,322.21250000000003
8,18,3,0,,,,4.0,0,0,0,185.31875
8,19,3,0,,,,4.0,0,0,0,170.41875000000002
8,20,3,0,,,,4.9,0,0,0,67.98124999999999
8,21,3,0,,,,5.8,0,0,0,32.59375
8,22,3,0,,,,4.1,0,0,0,1.8625
8,23,3,0,,,,4.1,0,0,0,0.0
8,24,3,0,,,,4.3,0,0,0,0.0
8,1,4,0,,,,5.3,0,0,0,0.0
8,2,4,0,,,,5.4,0,0,0,0.0
8,3,4,0,,,,4.6,0,0,0,0.0
8,4,4,0,,,,4.6,0,0,0,0.0
8,5,4,0,,,,4.6,0,0,0,0.0
8,6,4,0,,,,6.4,0,0,0,0.0
8,7,4,0,,,,5.0,0,0,0,7.45
8,8,4,0,,,,4.0,0,0,0,37.25
8,9,4,0,,,,6.6,0,0,0,61.462500000000006
8,10,4,0,,,,4.1,0,0,0,243.05625
8,11,4,0,,,,4.0,0,0,0,502.87499999999994
8,12,4,0,,,,4.1,0,0,0,478.66249999999997
8,13,4,0,,,,4.8,0,0,0,243.05625
8,14,4,0,,,,4.1,0,0,0,218.84375
8,15,4,0,,,,4.9,0,0,0,180.6625
8,16,4,0,,,,11.1,0,0,0,101.50625000000001
8,17,4,0,,,,7.4,0,0,0,124.7875
8,18,4,0,,,,4.0,0,0,0,131.30625
8,19,4,0,,,,5.0,0,0,0,141.55
8,20,4,0,,,,4.1,0,0,0,65.1875
8,21,4,0,,,,4.7,0,0,0,73.56875000000001
8,22,4,0,,,,4.1,0,0,0,2.7937499999999997
8,23,4,0,,,,5.0,0,0,0,0.0
8,24,4,0,,,,4.4,0,0,0,0.0
8,1,5,0,,,,5.3,0,0,0,0.0
8,2,5,0,,,,4.6,0,0,0,0.0
8,3,5,0,,,,6.7,0,0,0,0.0
8,4,5,0,,,,4.7,0,0,0,0.0
8,5,5,0,,,,5.3,0,0,0,0.0
8,6,5,0,,,,5.9,0,0,0,0.93125
8,7,5,0,,,,5.3,0,0,0,44.699999999999996
8,8,5,0,,,,4.1,0,0,0,52.15
8,9,5,0,,,,9.4,0,0,0,100.575
8,10,5,0,,,,5.1,0,0,0,180.6625
8,11,5,0,,,,4.1,0,0,0,243.98749999999998
8,12,5,0,,,,4.8,0,0,0,358.53125
8,13,5,0,,,,4.1,0,0,0,684.46875
8,14,5,0,,,,5.1,0,0,0,372.5
8,15,5,0,,,,4.2,0,0,0,671.4312500000001
8,16,5,0,,,,4.6,0,0,0,584.825
8,17,5,0,,,,4.0,0,0,0,772.00625
8,18,5,0,,,,5.1,0,0,0,431.16875
8,19,5,0,,,,5.0,0,0,0,303.58750000000003
8,20,5,0,,,,4.7,0,0,0,162.0375
8,21,5,0,,,,4.0,0,0,0,53.081250000000004
8,22,5,0,,,,4.0,0,0,0,5.5874999999999995
8,23,5,0,,,,5.1,0,0,0,0.0
8,24,5,0,,,,5.0,0,0,0,0.0
8,1,6,0,,,,4.6,0,0,0,0.0
8,2,6,0,,,,4.6,0,0,0,0.0
8,3,6,0,,,,6.7,0,0,0,0.0
8,4,6,0,,,,5.3,0,0,0,0.0
8,5,6,0,,,,4.6,0,0,0,0.0
8,6,6,0,,,,4.6,0,0,0,0.15520837499999998
8,7,6,0,,,,4.3,0,0,0,18.469791625
8,8,6,0,,,,6.3,0,0,0,36.784375000000004
8,9,6,0,,,,4.7,0,0,0,90.796875
8,10,6,0,,,,4.1,0,0,0,185.008333375
8,11,6,0,,,,4.5,0,0,0,220.551041625
8,12,6,0,,,,5.7,0,0,0,193.234375
8,13,6,0,,,,4.6,0,0,0,254.541666625
8,14,6,0,,,,4.0,0,0,0,183.30104162499998
8,15,6,0,,,,4.0,0,0,0,242.59062500000002
8,16,6,0,,,,4.1,0,0,0,230.17395837499998
8,17,6,0,,,,5.6,0,0,0,340.83750000000003
8,18,6,0,,,,4.0,0,0,0,208.134375
8,19,6,0,,,,4.0,0,0,0,132.858333375
8,20,6,0,,,,5.1,0,0,0,64.411458375
8,21,6,0,,,,5.7,0,0,0,32.128125
8,22,6,0,,,,4.0,0,0,0,2.172916625
8,23,6,0,,,,4.0,0,0,0,0.0
