Month,Hour,Day Type,Daylight Savings Status,Indoor Temperature [C],Average Unmet Cooling Setpoint Difference [C],Indoor Relative Humidity [%],Equipment Electric Power [kWh],DHW Heating [kWh],Cooling Load [kWh],Heating Load [kWh],Solar Generation [W/kW]
7,24,7,0,,,,43.0,0,0,0,0.0
8,1,1,0,,,,44.0,0,0,0,0.0
8,2,1,0,,,,48.0,0,0,0,0.0
8,3,1,0,,,,53.0,0,0,0,0.0
8,4,1,0,,,,52.0,0,0,0,0.0
8,5,1,0,,,,51.6,0,0,0,0.0
8,6,1,0,,,,51.0,0,0,0,1.7080000000000002
8,7,1,0,,,,65.0,0,0,0,57.218
8,8,1,0,,,,73.0,0,0,0,193.004
8,9,1,0,,,,81.0,0,0,0,240.82800000000003
8,10,1,0,,,,87.0,0,0,0,302.316
8,11,1,0,,,,87.0,0,0,0,157.13600000000002
8,12,1,0,,,,92.0,0,0,0,627.69
8,13,1,0,,,,88.0,0,0,0,958.1879999999999
8,14,1,0,,,,83.0,0,0,0,514.108
8,15,1,0,,,,73.0,0,0,0,656.726
8,16,1,0,,,,80.0,0,0,0,590.968
8,17,1,0,,,,64.0,0,0,0,449.204
8,18,1,0,,,,69.0,0,0,0,450.912
8,19,1,0,,,,69.0,0,0,0,304.878
8,20,1,0,,,,71.94,0,0,0,183.61
8,21,1,0,,,,67.0,0,0,0,68.32000000000001
8,22,1,0,,,,56.0,0,0,0,35.868
8,23,1,0,,,,46.0,0,0,0,0.8540000000000001
8,24,1,0,,,,44.0,0,0,0,0.0
8,1,2,0,,,,49.0,0,0,0,0.0
8,2,2,0,,,,54.0,0,0,0,0.0
8,3,2,0,,,,56.0,0,0,0,0.0
8,4,2,0,,,,52.0,0,0,0,0.0
8,5,2,0,,,,53.0,0,0,0,0.8540000000000001
8,6,2,0,,,,56.0,0,0,0,20.496000000000002
8,7,2,0,,,,63.0,0,0,0,66.612
8,8,2,0,,,,65.0,0,0,0,168.238
8,9,2,0,,,,76.26,0,0,0,188.73399999999998
8,10,2,0,,,,75.0,0,0,0,180.19400000000002
8,11,2,0,,,,77.0,0,0,0,298.9
